Rank,School,Team,Solved,Penalty,Medal,Member1,Member2,Member3,Unofficial,Girl
300,北京化工大学,队友不能鸽,2,541,Honorable,姜哲玺,刘源源,章文,,
301,陕西科技大学,至诚至博,2,543,Honorable,黄珂韵,李智春,杨洋,,
302,华南师范大学,DeDeRong_SCNU_CS,2,544,Honorable,曾德明,陈徳捷,李嘉荣,,
303,合肥学院,炼铁憨憨,2,623,Honorable,方瑞,胡辰阳,张凌浩,,
304,西南民族大学,SMU_蜀客,2,697,Honorable,何佳文,龙沛,尚正宇,,
305,上海第二工业大学,谁特么买小米儿队,1,38,Honorable,程新状,崔婉冰,李琛超,,
306,上海第二工业大学,菠菜贱卖队,1,66,Honorable,何俞瑾,吴仁亮,张鑫来,,
307,中南民族大学,看队友敲代码,1,76,Honorable,石雷鸣,万祚全,余关林,,
308,南华大学,塔子哥来了嗷,1,152,Honorable,许昕,杨仕昌,袁豪,,
309,安徽工业大学,世界颠倒,1,193,Honorable,郝宇欣,琚泽浩,朱广恩,,
310,华东交通大学,按F进入坦克,1,206,Honorable,蔡佳明,蔡泽辉,曾君平,,
311,兰州理工大学,有一说一,1,213,Honorable,苟慜,李毅,严宏钦,,
312,南昌理工学院,白给,1,225,Honorable,李加煌,刘军,杨意飞,,
313,湖北民族大学,HBMZU,1,239,Honorable,李刚,王琦,徐承睿,,
314,鲁东大学,星星之火,1,273,Honorable,何海钊,姜浩男,李运来,,
315,闽江学院,打完这场就退休,1,310,Honorable,陈洲,林国荣,林智铸,,
316,三峡大学,求求你给我两个牌牌吧,1,388,Honorable,蔡婷艳,李蕊芬,肖焰,,
317,黑龙江大学,随便、都行、都可以,1,394,Honorable,陆鹏艺,盛诗曼,张楚晗,,
318,武昌首义学院,我将绝杀,1,457,Honorable,黄澳,蒋佳洲,吴思达,,
319,南京邮电大学通达学院,从打铁开始,1,480,Honorable,邓捷,缪逸峰,孙宇飞,,
320,泉州师范学院,在鹿上了,1,549,Honorable,郭娜婷,林志鹏,王艺,,
321,中国矿业大学,abc你没事了,0,0,Honorable,李佳琛,邱雪琳,姚欣宇,,
322,广西师范大学,QBLxiu,0,0,Honorable,何世焕,李正杨,石梁涛,,
323,华东交通大学理工学院,WA自动机,0,0,Honorable,王天福,温鑫,张攀,,
324,西安航空学院,参赛人数请见本队排名,0,0,Honorable,卢柄宇,韩丽萍,孙科强,,
325,河南大学,小叮当了个白肚兜,0,0,Honorable,刘盖,唐源民,郑超凡,,
326,天津大学仁爱学院,小班班啊！！！,0,0,Honorable,班晓蒙,李帅,王志涛,,
327,南昌理工学院,狂热金属,0,0,Honorable,曾若天,李能高,郑家明,,
328,山东农业大学,练习敲代码时长一年半的练习生,0,0,Honorable,李金鸿,邵光亮,于宗祺,,
329,江西科技学院,让我康康签到题在哪,0,0,Honorable,李祖武,刘小勇,王佩文,,
330,河北师范大学,逆转命运,0,0,Honorable,安康,古锦涛,孟祥新,,
331,南昌工程学院,铁人打铁,0,0,Honorable,李凯,钱昆,邱刘君,,
